Type,TurnID,Category,Timestamp,Message
Log,0,Temp,17030171.230522,"[UnitManager::SpawnEnemyUnits] Spawning enemy at: X=6050.000 Y=2650.000 Z=44.500 (Z=44.50, HalfHeight=44.00)"
Log,0,EnemyUnit,17030171.230535,[Constructor] ASC created for enemy unit (deferred controller spawn enabled)
Log,0,BlueprintUserMessages,17030171.231140,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,AIController,17030171.233057,"[LyraTBSAIController] Constructor: bWantsPlayerState=true, TeamId=NoTeam"
Log,0,AttackAbility,17030171.233153,"[GA_AttackBase] Constructor: Registered trigger GameplayEvent.Intent.Attack, ActivationBlocked=2, ActivationOwned=1"
Log,0,EnemyUnit,17030171.233224,[PossessedBy] ========== START: BP_EnemyUnitBase_C_4 ==========
Display,0,EnemyUnit,17030171.233238,[PossessedBy] EnemyPawnData=TBS_EnemyPawnData (before Super)
Log,0,EnemyUnit,17030171.233249,[PossessedBy] ✅ SetPawnData before Super: TBS_EnemyPawnData
Log,0,AttackAbility,17030171.233260,"[GA_AttackBase] Constructor: Registered trigger GameplayEvent.Intent.Attack, ActivationBlocked=2, ActivationOwned=1"
Log,0,EnemyUnit,17030171.233270,[GrantAbilitySets] AbilitySet granted: AS_TBS_UnitCore for BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233279,[GrantAbilitySets] ✅ Abilities=4 AttrSets=2 for BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233289,[OnAbilitySystemInitialized] ASC has 2 AttributeSets
Log,0,EnemyUnit,17030171.233296,[OnAbilitySystemInitialized]   - Found HealthSet: LyraHealthSet
Log,0,EnemyUnit,17030171.233307,[OnAbilitySystemInitialized] ✅ HealthComponent initialized for BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233319,[EnemyUnitBase] Added Faction.Enemy to BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233330,[PossessedBy] ✅ ASC initialized via PawnExtension (Owner=BP_EnemyUnitBase_C_4)
Log,0,EnemyUnit,17030171.233339,[PossessedBy] ========== END: BP_EnemyUnitBase_C_4 ==========
Log,0,AIController,17030171.233391,"[LyraTBSAIController] OnPossess: Pawn=BP_EnemyUnitBase_C_4, PlayerState=LyraPlayerState_TBS_5"
Log,0,AIController,17030171.233404,[LyraTBSAIController] LyraTBSAIController_4 SetGenericTeamId: 255 -> 2
Log,0,AIController,17030171.233413,[LyraTBSAIController] OnPossess: TeamId set from NoTeam(255) to Enemy(2)
Log,0,AIController,17030171.233426,"[LyraTBSAIController] InitializeASC: Server-side ASC initialized for Pawn=BP_EnemyUnitBase_C_4, PlayerState=LyraPlayerState_TBS_5"
Log,0,EnemyUnit,17030171.233437,[OnAbilitySystemInitialized] ASC has 2 AttributeSets
Log,0,EnemyUnit,17030171.233446,[OnAbilitySystemInitialized]   - Found HealthSet: LyraHealthSet
Log,0,EnemyUnit,17030171.233457,[OnAbilitySystemInitialized] ✅ HealthComponent initialized for BP_EnemyUnitBase_C_4
Warning,0,UnitBase,17030171.233469,[PostInitializeComponents] ✅ ASC callbacks registered for BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233478,[OnAbilitySystemInitialized] ASC has 2 AttributeSets
Log,0,EnemyUnit,17030171.233487,[OnAbilitySystemInitialized]   - Found HealthSet: LyraHealthSet
Log,0,EnemyUnit,17030171.233497,[OnAbilitySystemInitialized] ✅ HealthComponent initialized for BP_EnemyUnitBase_C_4
Log,0,EnemyUnit,17030171.233506,[PostInitializeComponents] ✅ ASC initialization callbacks registered
Log,0,EnemyThinker,17030171.233515,[EnemyThinker] UGridPathfindingSubsystem cached
Log,0,EnemyThinker,17030171.233526,[EnemyThinker] UGridPathfindingSubsystem cached
Display,0,UnitMovement,17030171.234163,[UnitMovementComponent] UpdateSpeedFromStats: PixelsPerSec 300.0 -> 600.0 (Stat=600.0)
Log,0,UnitBase,17030171.234175,"SetStatVars: Team=2, MovementRange=3"
Log,0,Temp,17030171.234186,[UnitManager] Registered enemy BP_EnemyUnitBase_C_4 to TeamSubsystem with TeamID=2 (Success=1)
Log,0,Temp,17030171.234196,[UnitManager::SpawnEnemyUnits] Successfully spawned enemy 5/5: BP_EnemyUnitBase_C_4
Log,0,Temp,17030171.234205,UnitManager::SpawnEnemyUnits: Spawned 5 enemies
Log,0,Temp,17030171.234218,UnitManager::OnTBSCharacterPossessed spawned 5 enemies
Warning,0,Temp,17030171.234228,[PlayerController] FixedCameraYaw initialized to 0.0
Warning,0,Temp,17030171.234238,[PlayerController] Initial ControlRotation set to Yaw=0.0
Warning,0,Temp,17030171.234247,"[PlayerController] Camera setup: ViewTarget=BP_PlayerUnit_C_0, bAutoManage=1"
Warning,0,Temp,17030171.234257,"[PlayerController] PawnData found: TBS_PawnData, DefaultCameraMode=BP_CameraMode_TBS_C"
Warning,0,Temp,17030171.234269,[PlayerController] DetermineCameraModeDelegate bound to: BP_CameraMode_TBS_C
Log,0,TurnManager,17030171.234278,[TurnManager] NotifyPlayerPossessed: BP_PlayerUnit_C_0
Log,0,TurnInit,17030171.234287,NotifyPlayerPossessed: BP_PlayerUnit_C_0
Warning,0,TurnManager,17030171.234297,[TryStartFirstTurn] All conditions met: PathReady=1 UnitsSpawned=1 PlayerPossessed=1 -> Starting Turn 0
Log,0,TurnManager,17030171.234306,StartFirstTurn: Starting first turn (Turn 0)
Log,0,TurnManager,17030171.234316,StartFirstTurn: OnTurnStarted broadcasted for turn 0
Warning,0,TurnInit,17030171.234324,[Turn 0] ==== OnTurnStarted (Subsystem) START ====
Warning,0,TurnTagCleanup,17030171.234336,"[ClearResidualInProgressTags] BP_PlayerUnit_C_0 cleared: InProgress=0, Executing=0, Moving=0, Falling=1"
Warning,0,TurnTagCleanup,17030171.234346,"[ClearResidualInProgressTags] Total residual tags cleared: InProgress=0, Executing=0, Moving=0, Falling=1"
Log,0,TurnInit,17030171.234355,[Turn 0] ClearResidualInProgressTags called
Log,0,EnemyAI,17030171.234364,[CollectAllEnemies] ==== START ====
Log,0,EnemyAI,17030171.234373,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,0,EnemyAI,17030171.234383,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,0,EnemyAI,17030171.234393,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,0,EnemyAI,17030171.234402,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,0,EnemyAI,17030171.234411,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,0,TurnInit,17030171.234420,[Turn 0] Enemy roster updated: 0 -> 5
Warning,0,TurnInit,17030171.234436,[Turn 0] ==== TurnInitialization START ====
Log,0,TurnInit,17030171.234446,[Turn 0] PurgeOutdatedReservations called at turn start (before player input)
Log,0,TurnInit,17030171.234468,[Turn 0] GridOccupancy initialized with 6 units
Log,0,TurnInit,17030171.234478,[Turn 0] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,0,TurnInit,17030171.234488,[Turn 0] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Warning,0,TurnInit,17030171.234502,[Turn 0] ==== TurnInitialization END ====
Warning,0,TurnInit,17030171.234510,[Turn 0] ==== OnTurnStarted (Subsystem) END ====
Log,0,TurnFlow,17030171.234520,"[TFC] OpenNewInputWindow: TurnId=0, WindowId=1"
Log,0,Temp,17030171.234529,[PlayerInputProcessor] Gate OPENED (tags added)
Log,0,Temp,17030171.234538,"[PIP] OpenInputWindow: TurnId=0, WindowId=1"
Log,0,TurnManager,17030171.234547,[TurnCommandHandler] Input window opened: WindowId=1
Warning,0,TurnManager,17030171.234557,[Client] OnRep_WaitingForPlayerInput: 1
Log,0,Temp,17030171.234565,[PlayerInputProcessor] Gate OPENED (tags added)
Log,0,TurnManager,17030171.234575,[Turn 0] Client: Gate OPENED after replication (WindowId=1)
Warning,0,Temp,17030171.234586,"[Client] OnRep: Window OPEN, gate reset"
Log,0,TurnManager,17030171.234596,[Turn 0] OnTurnStartedHandler: Player input window opened
Log,0,TurnManager,17030171.234607,[TryStartFirstTurn] Waiting: PathReady=1 UnitsSpawned=1 PlayerPossessed=1 TurnStarted=1
Log,0,Temp,17030171.234616,[PlayerController] NotifyPlayerPossessed sent
Log,0,Temp,17030171.234626,[PlayerController] InitializeEnhancedInput started
Log,0,Temp,17030171.234634,[PlayerController] IMC_TBS added successfully
Warning,0,Temp,17030171.234644,[PlayerController] SetIgnoreLookInput(true) - Look inputs disabled for TBS
Log,0,Temp,17030171.234652,[PlayerController] InitializeEnhancedInput completed
Warning,0,Temp,17030171.234667,[PlayerController] Final ControlRotation re-fixed to Yaw=0.0 (post-IMC)
NoLogging,0,HAL,17030171.253926,1101
Warning,0,LoadErrors,17030171.254005,"パッケージ /Game/Effects/Particles/Weapons/NS_WeaponFire のロードの試行中に依存関係があるパッケージ /Game/Effects/Textures/Flipbooks/SmokeSwirl_3_Flipbook_CHANNELPACK を利用できませんでした。追加の説明情報は次のとおりです：
FPackageName: Skipped package /Game/Effects/Textures/Flipbooks/SmokeSwirl_3_Flipbook_CHANNELPACK has a valid, mounted, mount point but does not exist either on disk or in iostore. The uncooked file would be expected on disk at 'C:/UnrealProjects/RoguelikeDungeon/Content/Effects/Textures/Flipbooks/SmokeSwirl_3_Flipbook_CHANNELPACK'. Perhaps it has been deleted or was not synced?
"
NoLogging,0,HAL,17030171.254009,
Log,0,BlueprintUserMessages,17030171.278112,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.278141,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.278187,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.278224,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.278256,[ABP_TBS_Mannequin_Base_C_0] false
Warning,0,Temp,17030171.278378,"[Camera Diagnostic] CameraYaw=0.0, ControlYaw=0.0, PawnYaw=0.0"
Warning,0,Temp,17030171.278399,"[Client_Tick] Input window change detected (Prev=0, Now=1) -> latch reset (WinId=1)"
Log,0,BlueprintUserMessages,17030171.278419,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,EnemyUnit,17030171.305676,"[GameplayReady] ✅ BP_EnemyUnitBase_C_0: Abilities=4, AttrSets=2, RetryCount=0"
Log,0,EnemyUnit,17030171.305710,"[GameplayReady] ✅ BP_EnemyUnitBase_C_4: Abilities=4, AttrSets=2, RetryCount=0"
Log,0,EnemyUnit,17030171.305725,"[GameplayReady] ✅ BP_EnemyUnitBase_C_3: Abilities=4, AttrSets=2, RetryCount=0"
Log,0,EnemyUnit,17030171.305737,"[GameplayReady] ✅ BP_EnemyUnitBase_C_2: Abilities=4, AttrSets=2, RetryCount=0"
Log,0,EnemyUnit,17030171.305748,"[GameplayReady] ✅ BP_EnemyUnitBase_C_1: Abilities=4, AttrSets=2, RetryCount=0"
Log,0,LoadingScreen,17030171.305761,Hiding loading screen when 'IsShowingInitialLoadingScreen()' is false.
Log,0,LoadingScreen,17030171.305772,(nothing wants to show it anymore)
Log,0,LoadingScreen,17030171.305782,Garbage Collecting before dropping load screen
Log,0,LoadingScreen,17030171.305821,LoadingScreen was visible for 0.36s
Log,0,Renderer,17030171.447493,"Recreating Persistent SBTs due to initializer changes: 
		NumShaderSlotsPerGeometrySegment changed: current: 1 - new: 2
		NumGeometrySegments changed: current: 0 - new: 512"
Log,0,UObjectHash,17030171.543567,Compacting FUObjectHashTables data took   0.78ms
Log,0,BlueprintUserMessages,17030171.546391,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.546437,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.546484,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.546533,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.546583,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.546769,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.565568,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.565610,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.565748,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.565811,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.565904,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.566153,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.582017,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.582097,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.582300,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.582387,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.582477,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.583075,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603699,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603731,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603750,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603766,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603781,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.603798,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621011,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621036,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621059,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621101,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621166,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.621353,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638114,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638186,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638226,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638284,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638339,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.638520,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.652600,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.652625,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.652681,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.652743,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.652765,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.653033,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.664946,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.665082,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.665105,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.665151,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.665229,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.666214,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.677799,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.677821,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.677860,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.677900,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.677984,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.678298,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690464,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690485,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690534,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690579,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690634,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.690917,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702147,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702188,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702203,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702267,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702389,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.702580,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714249,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714270,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714336,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714431,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714460,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.714900,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725632,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725677,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725731,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725770,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725829,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.725994,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.739794,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.739814,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.739854,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.739981,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.740020,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.740350,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749116,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749169,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749275,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749341,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749406,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.749771,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760213,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760238,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760310,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760328,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760366,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.760656,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.772708,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.772729,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.772789,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.772841,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.772922,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.773140,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.783994,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.784014,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.784061,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.784123,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030171.784143,[ABP_TBS_Mannequin_Base_C_0] false
